shortcode,link,embedding,music_title,music_artist
C_BMcuBRJFk,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/456781772_3644508179195293_608958642814925733_n.jpg?se=-1&stp=cp6_dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTcxMi5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE--awKUE6z6CjqLEHk7HlflkEa8AxEBP-H1Zul0xkJ0XQHLdcfwTeaZ-zfJ5HfqJw&_nc_ohc=GZ53BJtjiUEQ7kNvwFIyM4n&_nc_gid=lPUkX8NkfteFIN2kHec56Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ0MTA4NjMyNzU3ODQyOTUyMA%3D%3D.3-ccb7-5&oh=00_AfHSHSUT2tEB-rHTMSRRU9q--iwHNJQCRPDHAF3Q8BwF_A&oe=6811EB9E&_nc_sid=fc8dfb,"[0.880415737629, 0.449201047421, 2.76129436493, 910.20513916, 0.0812813490629, 6.93268156052, 734.344482422, 18.3726024628, 0.37275326252, 11.6233463287, 4132008.5, 0.673233091831, 0.000346004671883, 0.0221283417195, 0.0103642866015, 0.00331726321019, 0.00583957089111, 0.000543418282177, 0.00102629850153, 0.000343129853718, 0.000489120080601, 0.000286668044282, 0.000135380847496, 0.000217774591874, 0.000259895634372, 0.000328347698087, 0.000236263440456, 0.000303620094201, 0.000272272969596, 0.000286015303573, 0.000164265220519, 0.000163560311194, 0.00025629933225, 0.000356718461262, 0.000203532050364, 0.000178528251126, 7.21391988918e-05, 2.53782909567e-05, 3.28735063704e-06, -706.922607422, 142.838180542, 10.7410984039, 51.107093811, 24.8729248047, 15.5545482635, 0.350120395422, 8.16026973724, 5.6390581131, 6.32893276215, 2.36118984222, 1.98181724548, -5.06845188141, -59.0430145264, 123.768478394, -94.957069397, 57.1203651428, -30.075920105, 8.20268630981, -29.5822906494, 3.07413816452, -9.90920448303, -5.84930419922, -14.7777748108, -10.607585907, -10.3477010727, 156.314666748, 1.03144752979, 3.81835150719, 0.499898374081, 12.8287477493, 1.99705350399, 0.660014927387]",weight,Tyler Ransom
C-slIxIRRnG,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/454938521_1233150097717213_3642250275031672286_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFwQdJfMOmrhum9O4RJJAIzi9wUz0dIdENttcctxGX8bWGEj_nCrc30xQ6ocA5s0bc&_nc_ohc=bgoyIRpLOp8Q7kNvwEWsjX9&_nc_gid=tWJkjCwHO_aZPIBRIKqi2Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQzNTI4MzkzMzEyMDg2NDA5Nw%3D%3D.3-ccb7-5&oh=00_AfEPnFzqZrKTmtpSHLXXpmN8lf2PSBD40d0V8aVTH2MtZg&oe=6811EAD9&_nc_sid=fc8dfb,"[0.956962049007, 0.441045999527, 3.53066658974, 761.708679199, 0.0867400765419, 6.95748376846, 730.441162109, 13.3493967056, 0.457693338394, 11.0697412491, 4006213.5, 0.912819445133, 0.000221313195652, 0.0157042164356, 0.00580200413242, 0.00212975544855, 0.00547102885321, 0.00147081376053, 0.000450496503618, 0.000683254911564, 0.00159208266996, 0.00108554412145, 0.00198797392659, 0.00124296976719, 0.000183817581274, 6.29417045275e-05, 0.00011459961388, 0.000115404720418, 0.000107181171188, 9.73113492364e-05, 6.42278828309e-05, 7.51264815335e-05, 8.13834703877e-05, 5.68587747694e-05, 4.05883474741e-05, 2.5079036277e-05, 1.75219538505e-05, 1.27318171508e-05, 1.02898161458e-06, -709.525146484, 159.497909546, 21.5779438019, 38.9786605835, 6.74652814865, 10.2513790131, 5.77438497543, 12.9626531601, 5.33353042603, -1.03197598457, -6.57962703705, 0.541851043701, 1.20006525517, -54.5418701172, 129.404754639, -83.4553756714, 35.9725112915, -44.3192710876, 9.81844139099, -21.6579742432, 6.61498022079, -21.6198368073, -6.36936378479, -15.6332712173, 2.51609563828, -4.1103849411, 85.8297042847, 1.31873857975, 4.50043916702, 0.451326042414, 14.4435844421, 1.80090534687, 0.655144274235]",Licorice,MF DOOM
C-YCLeJR3sl,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/454583791_1052653029896102_7328315743744498407_n.jpg?se=-1&stp=cp6_dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFVnthZtWl61sY-xFDgywI0pmiVkf-fQq0gczaMg0_tfpRqyasWP9CjG6tnro3U7gY&_nc_ohc=f9BHilXdTn8Q7kNvwEpq1QN&_nc_gid=QUizv0E0g3fqk9_ASwW2Sw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQyOTUwMDY4OTkyMjI3MzIzMw%3D%3D.3-ccb7-5&oh=00_AfFKOGhjM4KmGvon5pzkvRgEB5FwoanVdtgGolG74BhZhA&oe=68120BCE&_nc_sid=fc8dfb,"[0.95165169239, 0.446796476841, 3.46114420891, 965.100402832, 0.0985093638301, 6.90198040009, 1115.73974609, 17.5567035675, 0.482531130314, 13.4371986389, 3494716.5, 0.921872377396, 8.80249717738e-05, 0.00826913956553, 0.00972245633602, 0.00403352780268, 0.00415187422186, 0.00416472461075, 0.00152609625366, 0.00103207328357, 0.000892521697097, 0.000600699102506, 0.000199177389732, 0.000281028915197, 0.000346575601725, 0.000793589453679, 0.00144004833419, 0.000471187988296, 0.000182004674571, 0.000117781150038, 0.000185918106581, 0.000107710933662, 0.000216509390157, 0.000100116238173, 4.11116707255e-05, 2.49848089879e-05, 1.39517433126e-05, 2.14991177927e-05, 9.54134702624e-06, -705.550842285, 157.200057983, -1.11759471893, 36.5757980347, 20.5471153259, 18.581079483, -2.10886359215, -2.53722500801, 2.61187529564, 7.90748167038, -0.295425027609, -4.40072631836, -2.49031639099, -55.125377655, 124.199760437, -100.405433655, 34.6143531799, -28.4215164185, 7.94430017471, -33.4581184387, -4.37203025818, -12.8391637802, 3.11374616623, -14.9815559387, -9.09760189056, -7.71042490005, 93.9563674927, 1.28152561188, 4.61269664764, 0.454124331474, 13.5774736404, 1.9859149456, 0.386103630066]",Looks,Steve Lacy
C-F86LWRfks,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/450206378_463023626625225_1858682630826304618_n.jpg?se=-1&stp=dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH2L1R8labbgf2RzcmGmV7iJ650o5hFWdnBGDlSMf3FB-lA4xCMTurJmX4RFoJLo7Y&_nc_ohc=yk8KVSXCms4Q7kNvwGf65mn&_nc_gid=n8jtw81zYqHuccyFcfnkmA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQyNDQxMDk2MjY1MTAyMjE5NA%3D%3D.3-ccb7-5&oh=00_AfHHIgscixArBZMM656IawuYdye4OHhnjD8A0Glqwm3oCg&oe=68120C84&_nc_sid=fc8dfb,"[0.97049665451, 0.450336992741, 2.82898926735, 1099.75244141, 0.108684509993, 7.52232265472, 1238.18457031, 22.0386962891, 0.501334786415, 13.6511249542, 5801267.5, 0.655519783497, 0.000555284612346, 0.0126780895516, 0.00600332999602, 0.00226364424452, 0.00309270457365, 0.00142664997838, 0.00183382444084, 0.00154664856382, 0.00104705872945, 0.000570116913877, 0.000431650900282, 0.000522846879903, 0.000552622717805, 0.000751074228901, 0.000433095527114, 0.000308260583552, 0.000157018570462, 0.000161712945555, 0.000378809811082, 0.000139196999953, 0.000175302193384, 0.000166967569385, 0.00027253490407, 0.00019716132374, 0.000165940713487, 8.83360553416e-05, 3.12586525979e-05, -662.454956055, 119.919616699, 31.8427352905, 26.0786418915, 11.9485063553, 6.3572936058, 0.284724533558, 3.90236949921, 0.879804909229, 8.48010253906, 5.23600244522, 1.50045979023, 1.41147840023, -3.56162953377, 82.3194580078, -75.129524231, 33.3905792236, -51.5844154358, 14.7726221085, -34.1459350586, 11.9073381424, -15.2735557556, 5.9712934494, -12.4922609329, -2.7973306179, -13.6153697968, 95.8922424316, 1.80622768402, 5.57294464111, 0.467028588057, 12.6700592041, 2.0968272686, 0.790913701057]","Picture Me Rollin' (feat. Big Syke, C-PO, Danny Boy)",2Pac
C9-OjvhRxza,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/452490069_847486463984335_1100593044174493551_n.jpg?se=-1&stp=dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFfY8yuBR1eRVfePJXP-Rn0p_-ARZNiQN2CM1cG-9X5vr04N6vEIeqTAmIjUnKXFoM&_nc_ohc=yFZtvwlFzZcQ7kNvwHQrpR5&_nc_gid=JmLdD-SIB4h3a2uExzd7Mw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQyMjIzNjc4NDU4MTkyMTk4NA%3D%3D.3-ccb7-5&oh=00_AfF31PRiy0_-ETkRQ30l21DUHQ7IGVhMQ5g0AgSrMq02Mg&oe=681204FD&_nc_sid=fc8dfb,"[0.951608359814, 0.436016350985, 3.76761245728, 620.366943359, 0.123482890427, 6.94210672379, 568.282287598, 17.6540641785, 0.480027407408, 13.486073494, 4376747.5, 0.563687384129, 0.00607893755659, 0.03182374686, 0.0107666105032, 0.00514606572688, 0.0050210012123, 0.00291990861297, 0.00213431706652, 0.00131928536575, 0.00223988853395, 0.00145162374247, 0.0004783688928, 0.000346320855897, 0.000266339135123, 0.000320199120324, 0.000159362622071, 0.000162321928656, 8.85648987605e-05, 7.35034918762e-05, 4.82971699967e-05, 7.05376951373e-05, 0.000107393650978, 0.000131100110593, 0.000106646679342, 0.000117821997264, 5.28876989847e-05, 1.23427207654e-05, 1.46401532675e-06, -689.83581543, 163.617874146, 33.6030921936, 15.8796472549, 11.5731935501, 10.9037008286, 2.61118626595, 5.40110635757, 8.73331832886, 5.92097616196, 1.50216257572, 0.70392036438, -2.90156030655, -38.5852279663, 134.081878662, -77.3097686768, 25.1306800842, -49.2660331726, 21.2689552307, -29.8369789124, 8.12385845184, -12.0625371933, 0.129142910242, -12.7933254242, -6.17871904373, -2.62107896805, 93.0229415894, 1.41207814217, 3.57140207291, 0.522295355797, 13.7040815353, 1.93698465824, 0.732106804848]",Sunshine (feat. Fousheé),Steve Lacy
DIeYz86q296,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/491424546_18500794657001169_7685881838177597732_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFYkA4DB4JdFmQ-PYFerwOOWk8fcEF_WP8jkuxSabX7gMESaoRNvA3rbHEqYv3etQw&_nc_ohc=3Jr883maK8cQ7kNvwHH6g6q&_nc_gid=6O2ei9aHLKR8B48iRmSNSg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzYxMTQzMzA2MTI3MTE3NDg5Nw%3D%3D.3-ccb7-5&oh=00_AfFm0sV6FbvNWAhtpYUOfVcaCNoXnmjCMvCna4rMQilxtg&oe=68120326&_nc_sid=fc8dfb,"[0.542908489704, 0.44735994935, 5.24835920334, 1602.98278809, 0.0862934216857, 7.4332690239, 1995.81738281, 33.5320091248, 0.447410106659, 12.0734939575, 5861838.0, 1.09086215496, 0.0125936614349, 0.0179329048842, 0.000556862913072, 0.000490495585836, 0.00168788840529, 0.000765443313867, 0.00170891894959, 0.000630140537396, 0.00106885912828, 0.00110927480273, 0.00100002321415, 0.0007996110362, 0.000435323483543, 0.00064206100069, 0.000407047598856, 0.00103186548222, 0.00024301171652, 0.000179958384251, 0.000278238003375, 0.000215352090891, 0.000298129714793, 0.000456834211946, 0.000540582928807, 0.000369888613932, 0.000476924527902, 0.000223751369049, 1.78456430149e-05, -696.009155273, 103.06212616, 14.8387537003, 13.5512666702, 8.31363582611, 14.3648557663, 5.30810928345, 13.5872478485, 8.03018951416, 2.11444711685, 0.331172138453, 1.46328747272, 5.06476640701, -47.8715324402, 73.1146392822, -105.86920929, 34.9175872803, -55.4042282104, 33.2251358032, -30.4179229736, 13.9441080093, -15.4952907562, 3.96735978127, -9.86908149719, 6.23122358322, 1.4080529213, 139.826980591, 1.10042619705, 4.38653373718, 0.421146869659, 14.3885850906, 1.81801760197, 0.528342485428]",less is more,"PlaqueBoyMax, Skepta, 5STAR"
DHobH3gK44G,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/486018829_18496368511001169_7693624016003255440_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEJk_Ec33eY0eIqixv7Z0cmmNcCSBReCVjqnFR6fSJt85h0xojHGKIZohD3mMVzSWg&_nc_ohc=SNx085FODLcQ7kNvwH4594D&_nc_gid=wvoEQv-q9hafO9me4oCpww&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NjI0MzU2OTcyMzU5MDEyMg%3D%3D.3-ccb7-5&oh=00_AfG04uoaCoQkLUGtm_22W5ryq3hRIn0uDG4gwF4_qcRhNA&oe=681200A9&_nc_sid=fc8dfb,"[0.693215310574, 0.471168965101, 3.42182469368, 1792.93884277, 0.088949419558, 7.8991689682, 2611.83764648, 38.1648406982, 0.56340700388, 20.5855884552, 6462230.0, 0.640927374363, 0.00371814449318, 0.0125245107338, 0.00417828653008, 0.00166824623011, 0.00316416844726, 0.00161322264466, 0.00181440357119, 0.000667363870889, 0.000643348321319, 0.000514007057063, 0.000566872709896, 0.000592201657128, 0.000420071097324, 0.000444109406089, 0.000401726691052, 0.000331695133355, 0.00032721250318, 0.000451673724456, 0.000459729810245, 0.000504546100274, 0.000515151652507, 0.000629857589956, 0.000428873841884, 0.000620363920461, 0.000574718869757, 0.000201645467314, 1.91126309801e-05, -626.714904785, 87.8798370361, 15.4063663483, 21.2210521698, 5.35351324081, 3.34009289742, 4.06926202774, 1.68810546398, -1.86692118645, -0.996021389961, 0.827854633331, 4.51807498932, 3.58415985107, 19.0482692719, 54.5840187073, -100.59186554, 36.1043701172, -60.8680419922, 18.0449581146, -38.97681427, 14.6431617737, -25.3253993988, 10.0402793884, -9.86017036438, 6.58465099335, -9.31060218811, 139.935150146, 1.10429751873, 4.06145334244, 0.512475311756, 11.4570236206, 2.34198832512, 0.719133257866]",CRUSH,"Playboi Carti, Travis Scott"
DHRP3AQqTkR,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/484236940_18494442862001169_791615076392125845_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QE35aG34NWgp2_9OI0tDT5Z2gS_c02K7-1shnHkMZcml9YPYTG8a1-NZ6hIN1HwRrU&_nc_ohc=dUk85g-rqu4Q7kNvwFFry2r&_nc_gid=ePJGsj8WuJ4ofJFfiPZqug&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4OTcyMDEwNjc0NTc4MzY3NA%3D%3D.3-ccb7-5&oh=00_AfEtq0favAF9MdvaLONS8Q9qtq2ubKlDtUwb7QZm8_bOQA&oe=681215C0&_nc_sid=fc8dfb,"[0.961168110371, 0.434887349606, 2.58649277687, 1039.37109375, 0.101523824036, 7.34264993668, 1323.67126465, 22.1131420135, 0.593148291111, 15.6041526794, 5139084.0, 1.18226230145, 3.27212401317e-05, 0.00468256743625, 0.00362454960123, 0.00479135056958, 0.00549533916637, 0.00191697059199, 0.0016126211267, 0.00287352874875, 0.00117496040184, 0.00165052653756, 0.0014681131579, 0.00159327848814, 0.000681518227793, 0.000422849232564, 0.000296093261568, 0.000475723238196, 0.000188720630831, 7.77775057941e-05, 0.00012699625222, 0.000265092181507, 0.000201710368856, 0.000192744715605, 0.00016899217735, 0.000119229451229, 8.39032945805e-05, 1.97508361452e-05, 1.70518478626e-06, -652.596130371, 127.977867126, 24.1456451416, 12.1568012238, -4.65598964691, 6.37963151932, -0.989847779274, -5.71645784378, 1.35683941841, 3.36529278755, -10.7790441513, -2.42020344734, 1.48999226093, -10.1351261139, 99.2506790161, -100.803001404, 26.3481082916, -73.9838485718, 16.8276329041, -39.6472434998, 1.87626874447, -26.6640834808, -1.23218369484, -19.9690952301, -12.6459379196, -6.65176773071, 153.486328125, 1.39285588264, 4.4813284874, 0.50859773159, 13.4131679535, 1.95135521889, 0.797038197517]",A Cold Sunday,Lil Yachty
DGOFeonqTrK,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/478576839_18489172402001169_6020126895413056948_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGQpxIZZ7xRNPaTJ-GFeUQ_WMe3pVF_ORG9PdobkfY_y_IeuP5Ye55w8tFLK5GNWi4&_nc_ohc=1W4R1yzVp_AQ7kNvwFPeGGz&_nc_gid=P719T0UYRD7dX8n9_RBUPw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3MDgxNTYzNjQzNTcxMjE3OQ%3D%3D.3-ccb7-5&oh=00_AfGsuUsO2EGH9ZLsVjnv4xRX9M7RGQKS0aqMRFk2LHUa3Q&oe=681209E4&_nc_sid=fc8dfb,"[0.956738352776, 0.432123154402, 2.69052910805, 1176.7310791, 0.0929798036814, 7.25848674774, 1854.5657959, 30.2469539642, 0.56432390213, 14.0553913116, 5135839.0, 1.2197906971, 0.000185526660061, 0.00469715846702, 0.00123557785992, 0.00122459139675, 0.0035775967408, 0.0035869688727, 0.00255833868869, 0.0016184290871, 0.00215879292227, 0.0018601414049, 0.00046484352788, 0.000686092360411, 0.000454690627521, 0.00033868252649, 0.000354729505489, 0.000234996987274, 0.000256956845988, 0.000162557320436, 0.000216388187255, 0.000326660578139, 0.000173983571585, 0.000521591340657, 0.000424362253398, 0.000615714117885, 0.000151926302351, 0.000121737873997, 2.19867706619e-05, -665.679748535, 126.634506226, 25.6573524475, 11.7017555237, -7.0348367691, -5.83592224121, -12.4272069931, 2.768450737, -3.45006680489, -1.54341828823, -3.30908226967, -3.37186741829, -2.78995299339, -14.5493421555, 92.1342544556, -98.197052002, 17.0760650635, -77.5555648804, 5.90129184723, -39.7210922241, 5.45741558075, -17.8781909943, -3.87725567818, -12.4351940155, 1.41692471504, -4.7944726944, 99.9988327026, 1.30918824673, 4.86785507202, 0.370895117521, 17.3065872192, 1.61759150028, 0.498533457518]",Rhymes Like Dimes (feat. DJ Cucumber Slice),MF DOOM
DFaql_No3b0,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/475194567_18485644060001169_3553517779002113280_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEVWqH7mzt5pzpnCHoDVlUi8bGf19qd-Fxslgr8dQbJ4T1ZIcdoA693XywFg6KVsVE&_nc_ohc=YhLqqz8UqOAQ7kNvwG_OSzW&_nc_gid=zff0UvEdLuCZtqzgV-hDYw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU1NjM0MjE2MzgyNjU5NjQzMQ%3D%3D.3-ccb7-5&oh=00_AfFcH_x1F0lSrhaoI1sbFlmF_J-FrW5fBETHQBHTKX8KrA&oe=681209BE&_nc_sid=fc8dfb,"[0.945607304573, 0.454472899437, 3.55115246773, 1545.98120117, 0.0871007889509, 7.42350053787, 2067.92407227, 28.8363056183, 0.533629894257, 16.7815990448, 4235719.5, 1.47743415833, 0.000393517053453, 0.00511529296637, 0.0014831495937, 0.000693580601364, 0.00104444404133, 0.00354585889727, 0.00142863951623, 0.00171558489092, 0.00126656284556, 0.000796363980044, 0.00074578350177, 0.000582988315728, 0.000964130682405, 0.0012807684252, 0.000484477117425, 0.000612067291513, 0.000347370281816, 0.000547002477106, 0.00032255120459, 0.000256373808952, 0.000240084569668, 0.000282406253973, 0.000319061393384, 0.000311758252792, 0.000268805888481, 9.25012573134e-05, 1.85643402801e-05, -664.739135742, 122.867637634, -16.3545265198, 13.202583313, 10.2152433395, 2.45621800423, -2.25423979759, 5.60523843765, -4.92801570892, 5.07962274551, 8.9065618515, -2.91894030571, 1.31037795544, -19.9824676514, 84.4583435059, -126.673065186, 19.4398078918, -44.9321098328, 13.1687870026, -37.7017364502, 12.3706302643, -16.5985527039, 7.56042909622, -8.80400085449, 5.41063547134, -11.8383388519, 128.442443848, 1.21138393879, 3.68757247925, 0.555655002594, 13.5331115723, 1.96799433231, 0.530245602131]",BIG DUMP BALLAD,Westside Gunn
DDpZc1_Jae1,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/470481850_1303020504034126_4354639266186544264_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHXpSIcOH89Q1d3rAZRBOMUPiFuzOM_gq_dVm3S3NdTqZCMlzS87B-oP6C7yFlUbxU&_nc_ohc=6ewgHCtiG_0Q7kNvwHEIZNX&_nc_gid=Q99TlDmWfokUBH4QAlPIVw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzUyNDQ2MDEwNzQ2NzU5NzkxNw%3D%3D.3-ccb7-5&oh=00_AfH-CwkOYhOR7WTIs-1AzgdIBX44LsI1DKolPE3rqWEHnA&oe=6811EA8B&_nc_sid=fc8dfb,"[0.908354818821, 0.468231737614, 3.37354040146, 1506.76379395, 0.0864324495196, 7.82489395142, 932.182128906, 39.9885635376, 0.298603862524, 16.3237094879, 6177573.5, 0.762795269489, 0.0302071366459, 0.116687238216, 0.00404511485249, 0.00102958735079, 0.000748662219848, 0.00112742278725, 0.00189966033213, 0.00111473083962, 0.00160922599025, 0.000803695409559, 0.00036744857789, 0.000662628735881, 0.000758530455641, 0.000682717305608, 0.000774673593696, 0.000440701289335, 0.000599595427047, 0.000254027312621, 0.000196978653548, 0.000124081620015, 0.000132967150421, 0.000572450226173, 0.000824546208605, 0.000533105514478, 0.000357534794603, 0.000152282154886, 5.64283845961e-06, -644.633239746, 106.664009094, 13.3359069824, 14.1835098267, 24.5079612732, 12.6583356857, 0.160696044564, 17.348482132, 9.85514545441, 18.3524246216, 17.9752426147, 8.57365322113, 8.9262046814, 5.80888271332, 70.1415786743, -93.6116256714, 34.4013290405, -39.1854515076, 34.9561195374, -29.9486598969, 28.1911525726, 1.74507975578, 13.6672353745, -6.38762760162, 4.71335029602, -12.2907629013, 120.030174255, 0.964873671532, 4.97441864014, 0.416657745838, 12.1005992889, 2.07964205742, 0.566987156868]",Close 2 The Sun,Draft Day
DDPpncpqB2h,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/469297051_1212118103689627_1097684099929847147_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEwODB4MTM0Ni5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QE81amO-DsHP_AtmJzLeaqLKfY2k8F8w7-6AgrAnvryUgSfYJeGvw7iPBjky7zC8ys&_nc_ohc=olFoEBGZ0O8Q7kNvwHrM-Hz&_nc_gid=RBuEXpofLiZdWsZh8KIMAA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzUxNzIxMjg0ODcxNjIxMzg2NA%3D%3D.3-ccb7-5&oh=00_AfH8kBvNAd6VaY9uC6THH3RPsWXxz9sEFVa1N_ubmZyZOg&oe=6811EE5F&_nc_sid=fc8dfb,"[0.92581474781, 0.456596523523, 4.04637956619, 1628.06384277, 0.10788384825, 7.59336853027, 2434.63232422, 22.3690414429, 0.513360023499, 12.8692522049, 5668399.0, 0.983015120029, 0.000432631815784, 0.0127081135288, 0.00614269264042, 0.00225869333372, 0.00131087063346, 0.000790554506239, 0.00134878663812, 0.00096467230469, 0.0014304232318, 0.000910124217626, 0.000528819218744, 0.000659252167679, 0.000685944338329, 0.000450711493613, 0.000417255563661, 0.000388319866033, 0.000358141638571, 0.000254453072557, 0.000358666613465, 0.000158348731929, 0.000173341337359, 0.000223336202907, 0.000220008616452, 0.000188215941307, 0.000126451966935, 0.000134160771267, 3.15571232932e-05, -674.969787598, 98.340057373, 3.26550650597, 10.0140342712, 3.60504961014, 2.53335404396, 1.46873497963, 11.8281803131, 2.00659322739, 8.34074306488, 8.07693481445, 2.51175570488, -0.628070056438, -23.1698455811, 54.7403106689, -106.714347839, 19.298242569, -52.4911460876, 18.2352981567, -28.8950767517, 17.4347820282, -16.5280323029, 2.82407474518, -15.1201610565, -1.48502075672, -18.1322822571, 163.968994141, 1.73190069199, 4.63047599792, 0.531932413578, 12.9305534363, 2.02396726608, 0.829753875732]","Some How Some Way (feat. Beanie Sigel, Scarface)",JAY-Z
